,budget,country,cum_ww_gross,director,genre_1,genre_2,genre_3,language,mpaa_rating,ratings_count,release_date,runtime,title,url,usa_gross,user_rating
2116,44000000,USA,368875760,Andrew Davis,Action,Crime,Drama,English,PG-13,237918,1993-08-06,130.0,The Fugitive,https://www.imdb.com/title/tt0106977,183875760.0,7.8
2117,45000000,France,37702961,Paul Verhoeven,Drama,,,English,NC-17,55825,1995-09-22,128.0,Showgirls,https://www.imdb.com/title/tt0114436,20302961.0,4.7
2118,25000,Canada,,Neil LaBute,Comedy,Drama,,English,R,12306,1997-08-01,97.0,In the Company of Men,https://www.imdb.com/title/tt0119361,2856622.0,7.2
2119,28000000,USA,,Scott Frank,Crime,Drama,Mystery,English,R,101352,2014-09-19,114.0,A Walk Among the Tombstones,https://www.imdb.com/title/tt0365907,26307600.0,6.5
2120,9600000,Australia,,James Vanderbilt,Biography,Drama,History,English,R,16234,2015-10-30,125.0,Truth,https://www.imdb.com/title/tt3859076,2541554.0,6.8
2121,140000000,USA,456758981,Edward Zwick,Action,Drama,History,English,R,358436,2003-12-05,154.0,The Last Samurai,https://www.imdb.com/title/tt0325710,111110575.0,7.7
2122,20000000,USA,,"Joel Coen, Ethan Coen",Crime,Drama,,English,R,94823,2001-11-16,116.0,The Man Who Wasn't There,https://www.imdb.com/title/tt0243133,7494849.0,7.6
2123,2500000,USA,,Gus Van Sant,Crime,Drama,,English,R,28593,1989-10-20,101.0,Drugstore Cowboy,https://www.imdb.com/title/tt0097240,4729352.0,7.4
2124,4000000,USA,,Ti West,Horror,Thriller,,English,R,14725,2014-05-01,99.0,The Sacrament,https://www.imdb.com/title/tt2383068,9039.0,6.1
2125,15000000,USA,,Ken Finkleman,Comedy,Sci-Fi,,English,PG,43213,1982-12-10,85.0,Airplane II: The Sequel,https://www.imdb.com/title/tt0083530,27150534.0,6.1
2126,50000000,USA,,Howard McCain,Action,Adventure,Sci-Fi,English,R,67881,2008-07-11,115.0,Outlander,https://www.imdb.com/title/tt0462465,160641.0,6.3
2127,60000000,USA,93107289,Harold Becker,Action,Crime,Drama,English,R,60776,1998-04-03,111.0,Mercury Rising,https://www.imdb.com/title/tt0120749,32940507.0,6.1
2128,29000000,USA,89446268,Rupert Wainwright,Horror,,,English,R,59171,1999-09-10,103.0,Stigmata,https://www.imdb.com/title/tt0145531,50046268.0,6.2
2129,,India,,Kundan Shah,Comedy,Drama,Music,Hindi,,15306,1994-02-25,158.0,Kabhi Haan Kabhi Naa,https://www.imdb.com/title/tt0110222,,8.0
2130,10000000,USA,30182538,Jim Abrahams,Comedy,Crime,,English,PG-13,13596,1998-07-24,87.0,Jane Austen's Mafia!,https://www.imdb.com/title/tt0120741,19882538.0,5.5
2131,65000000,USA,139600000,Martin Campbell,Action,Adventure,Comedy,English,PG-13,151863,1998-07-17,136.0,The Mask of Zorro,https://www.imdb.com/title/tt0120746,94095523.0,6.7
2132,35000000,France,182968902,Randall Wallace,Action,Adventure,Drama,English,PG-13,141465,1998-03-13,132.0,The Man in the Iron Mask,https://www.imdb.com/title/tt0120744,56968902.0,6.5
2133,80000000,USA,250200000,Joe Pytka,Animation,Adventure,Comedy,English,PG,134661,1996-11-15,88.0,Space Jam,https://www.imdb.com/title/tt0117705,90463534.0,6.4
2134,19000000,USA,,Brian Gibson,Horror,,,English,PG-13,21932,1986-05-23,91.0,Poltergeist II: The Other Side,https://www.imdb.com/title/tt0091778,40996665.0,5.7
2135,3500000,USA,,John Harrison,Comedy,Fantasy,Horror,English,R,12842,1990-05-04,93.0,Tales from the Darkside: The Movie,https://www.imdb.com/title/tt0100740,16324573.0,6.2
2136,2000000,France,,"Chris Kentis, Laura Lau",Drama,Horror,Mystery,English,R,20401,2012-03-09,86.0,Silent House,https://www.imdb.com/title/tt1767382,12555230.0,5.3
2137,22000000,USA,,Neil LaBute,Crime,Drama,Thriller,English,PG-13,44853,2008-09-19,110.0,Lakeview Terrace,https://www.imdb.com/title/tt0947802,39263506.0,6.1
2138,40000000,New Zealand,104636188,Jay Russell,Adventure,Family,Fantasy,English,PG,34720,2007-12-25,112.0,The Water Horse,https://www.imdb.com/title/tt0760329,40412817.0,6.5
2139,40000000,France,37357216,Oliver Stone,Biography,Drama,Thriller,English,R,109496,2016-09-16,134.0,Snowden,https://www.imdb.com/title/tt3774114,21587519.0,7.3
2140,10000000,USA,,Eric Red,Horror,Mystery,Thriller,English,R,11284,2008-07-24,96.0,100 Feet,https://www.imdb.com/title/tt0899128,,5.5
2141,,USA,,Robert Stevenson,Comedy,Family,Sport,English,G,12168,1969-03-13,108.0,The Love Bug,https://www.imdb.com/title/tt0064603,51264000.0,6.5
2142,28000000,USA,,John Carpenter,Action,Horror,Sci-Fi,English,R,47047,2001-08-24,98.0,Ghosts of Mars,https://www.imdb.com/title/tt0228333,8434601.0,4.9
2143,19000000,USA,272742922,Jonathan Demme,Crime,Drama,Thriller,English,R,1073023,1991-02-14,118.0,The Silence of the Lambs,https://www.imdb.com/title/tt0102926,130742922.0,8.6
2144,7000000,USA,126377836,Guy Hamilton,Action,Adventure,Thriller,English,PG,84718,1973-06-27,121.0,Live and Let Die,https://www.imdb.com/title/tt0070328,35377836.0,6.8
2145,30000000,France,108979549,Olivier Megaton,Action,Crime,Thriller,English,PG-13,142756,2008-11-26,104.0,Transporter 3,https://www.imdb.com/title/tt1129442,31715062.0,6.1
2146,33000000,UK,62321149,Paul W.S. Anderson,Action,Horror,Sci-Fi,English,R,225289,2002-03-15,100.0,Resident Evil,https://www.imdb.com/title/tt0120804,40119709.0,6.7
2147,19000000,Japan,274925095,"Hayao Miyazaki, Kirk Wise",Animation,Adventure,Family,Japanese,PG,525746,2003-03-28,125.0,Sen to Chihiro no kamikakushi,https://www.imdb.com/title/tt0245429,10055859.0,8.6
2148,75000000,USA,142400065,Martin Campbell,Action,Adventure,Romance,Spanish,PG,82743,2005-10-28,129.0,The Legend of Zorro,https://www.imdb.com/title/tt0386140,46464023.0,5.9
2149,30000000,USA,30536013,Terrence Malick,Biography,Drama,History,English,PG-13,77185,2006-01-20,135.0,The New World,https://www.imdb.com/title/tt0402399,12712093.0,6.7
2150,60000000,USA,,David Michôd,Comedy,Drama,War,English,TV-MA,31615,2017-05-26,122.0,War Machine,https://www.imdb.com/title/tt4758646,,6.0
2151,,USA,,Dito Montiel,Action,Drama,Sport,English,PG-13,30127,2009-04-24,105.0,Fighting,https://www.imdb.com/title/tt1082601,23036320.0,5.6
2152,"
Budget:AUD 5,000,000
            (estimated)
",Australia,7199608,David Michôd,Crime,Drama,,English,R,50496,2010-06-03,113.0,Animal Kingdom,https://www.imdb.com/title/tt1313092,1044039.0,7.3
2153,6000000,USA,115272727,Robert Stevenson,Comedy,Family,Fantasy,English,G,127761,1964-12-03,139.0,Mary Poppins,https://www.imdb.com/title/tt0058331,102272727.0,7.8
2154,60000000,USA,165900000,Tony Scott,Action,Drama,Sport,English,PG-13,69543,1990-06-27,107.0,Days of Thunder,https://www.imdb.com/title/tt0099371,82670733.0,5.9
2155,100000000,USA,97838349,David Dobkin,Comedy,Family,Fantasy,English,PG,35579,2007-11-09,116.0,Fred Claus,https://www.imdb.com/title/tt0486583,72006777.0,5.6
2156,3000000,USA,87727807,Scott Derrickson,Horror,Mystery,Thriller,English,R,190141,2012-10-12,110.0,Sinister,https://www.imdb.com/title/tt1922777,48086903.0,6.8
2157,50000000,USA,,Roland Joffé,Drama,Romance,,English,R,13242,1995-10-13,135.0,The Scarlet Letter,https://www.imdb.com/title/tt0114345,10400000.0,5.2
2158,,USA,,Jim Mickle,Drama,Horror,Thriller,English,R,17819,2013-10-25,105.0,We Are What We Are,https://www.imdb.com/title/tt2309021,76633.0,5.9
2159,,USA,,Mike Judge,Adventure,Comedy,Sci-Fi,English,R,126900,2007-01-25,84.0,Idiocracy,https://www.imdb.com/title/tt0387808,438653.0,6.6
2160,30000000,Australia,70064800,Jaume Collet-Serra,Horror,Mystery,Thriller,English,R,104848,2005-05-06,108.0,House of Wax,https://www.imdb.com/title/tt0397065,32064800.0,5.3
2161,,USA,,D. Kerry Prior,Comedy,Fantasy,Horror,English,R,10021,2012-08-24,117.0,The Revenant,https://www.imdb.com/title/tt1336006,,6.3
2162,400000,Japan,,Ryûhei Kitamura,Action,Comedy,Drama,English,R,11776,2002-02-20,119.0,Versus,https://www.imdb.com/title/tt0275773,,6.5
2163,1100000,USA,,Jim Jarmusch,Comedy,Crime,Drama,English,R,41863,1986-10-30,107.0,Down by Law,https://www.imdb.com/title/tt0090967,1436000.0,7.8
2164,14000000,USA,91411255,Paul Mazursky,Comedy,,,English,R,14092,1986-01-31,103.0,Down and Out in Beverly Hills,https://www.imdb.com/title/tt0090966,62134225.0,6.2
2165,,USA,84542002,Don Bluth,Animation,Adventure,Comedy,English,G,43203,1986-11-21,80.0,An American Tail,https://www.imdb.com/title/tt0090633,47483002.0,6.9
2166,9000000,USA,,Mike Binder,Drama,,,English,PG-13,10258,2015-01-30,121.0,Black or White,https://www.imdb.com/title/tt2883434,21569041.0,6.6
2167,10000000,USA,,"Michael Spierig, Peter Spierig",Horror,Mystery,Thriller,English,R,49959,2017-10-27,92.0,Jigsaw,https://www.imdb.com/title/tt3348730,38052832.0,5.8
2168,400000,USA,60000000,Dennis Hopper,Adventure,Drama,,English,R,85425,1969-06-26,95.0,Easy Rider,https://www.imdb.com/title/tt0064276,41728598.0,7.4
2169,5000000,Spain,8203235,Brad Anderson,Drama,Thriller,,English,R,320064,2004-12-03,101.0,The Machinist,https://www.imdb.com/title/tt0361862,1082715.0,7.7
2170,25000000,Canada,,Atom Egoyan,Crime,Drama,Mystery,English,R,16061,2005-10-07,107.0,Where the Truth Lies,https://www.imdb.com/title/tt0373450,871527.0,6.5
2171,,USA,,Chris Evans,Comedy,Drama,Romance,English,PG-13,40944,2015-07-21,95.0,Before We Go,https://www.imdb.com/title/tt0443465,37047.0,6.8
2172,3000000,Germany,,Xavier Gens,Action,Drama,Horror,English,R,32973,2012-04-20,112.0,The Divide,https://www.imdb.com/title/tt1535616,22000.0,5.8
2173,15000000,USA,1335012,Dito Montiel,Action,Crime,Drama,English,R,15463,2011-07-09,90.0,The Son of No One,https://www.imdb.com/title/tt1535612,28870.0,5.1
2174,75000000,USA,341433252,Timur Bekmambetov,Action,Crime,Fantasy,English,R,331762,2008-06-27,110.0,Wanted,https://www.imdb.com/title/tt0493464,134508551.0,6.7
2175,50000000,USA,7989000,James Foley,Crime,Drama,,English,R,11515,1996-10-11,113.0,The Chamber,https://www.imdb.com/title/tt0115862,14551359.0,6.0
2176,10000000,USA,858728,Jieho Lee,Crime,Drama,Thriller,English,R,32579,2008-10-17,95.0,The Air I Breathe,https://www.imdb.com/title/tt0485851,25775.0,6.9
2177,900000,USA,,Deon Taylor,Comedy,Horror,,English,R,33807,2016-04-01,94.0,Meet the Blacks,https://www.imdb.com/title/tt4191580,9093856.0,6.0
2178,"
Budget:THB 200,000,000
            (estimated)
",Thailand,,Prachya Pinkaew,Action,Crime,Drama,Thai,R,32737,2006-09-08,83.0,Tom yum goong,https://www.imdb.com/title/tt0427954,11905519.0,7.1
2179,,USA,,Norman Z. McLeod,Comedy,Musical,,English,Not Rated,10124,1931-09-19,77.0,Monkey Business,https://www.imdb.com/title/tt0022158,,7.6
2180,12000000,UK,,Gerald McMorrow,Drama,Fantasy,Sci-Fi,English,R,15927,2009-02-27,98.0,Franklyn,https://www.imdb.com/title/tt0893402,,6.2
2181,,India,,Shoojit Sircar,Comedy,Drama,,Hindi,Not Rated,23056,2015-05-08,123.0,Piku,https://www.imdb.com/title/tt3767372,,7.6
2182,17000000,USA,43165571,Daniel Barnz,Drama,Fantasy,Romance,English,PG-13,70853,2011-03-04,86.0,Beastly,https://www.imdb.com/title/tt1152398,27865571.0,5.6
2183,50000000,Germany,113244290,Sylvester Stallone,Action,Thriller,War,English,R,196555,2008-01-25,92.0,Rambo,https://www.imdb.com/title/tt0462499,42754105.0,7.0
2184,17000000,USA,97542952,Fede Alvarez,Fantasy,Horror,Thriller,English,R,142371,2013-04-05,91.0,Evil Dead,https://www.imdb.com/title/tt1288558,54239856.0,6.5
2185,1800000,France,67738090,Daniel Stamm,Drama,Horror,Thriller,English,PG-13,44948,2010-08-27,87.0,The Last Exorcism,https://www.imdb.com/title/tt1320244,41034350.0,5.6
2186,1200000,USA,,Valeri Milev,Horror,,,English,R,10642,2014-10-13,91.0,Wrong Turn 6: Last Resort,https://www.imdb.com/title/tt3612032,,4.2
2187,34000000,USA,348319861,Wes Ball,Action,Mystery,Sci-Fi,English,PG-13,372941,2014-09-19,113.0,The Maze Runner,https://www.imdb.com/title/tt1790864,102427862.0,6.8
2188,,UK,,Phil Claydon,Action,Comedy,Fantasy,English,R,18571,2009-03-20,86.0,Lesbian Vampire Killers,https://www.imdb.com/title/tt1020885,,5.1
2189,70000000,USA,348840316,"Chris Renaud, Kyle Balda",Animation,Adventure,Comedy,English,PG,87289,2012-03-02,86.0,The Lorax,https://www.imdb.com/title/tt1482459,214030500.0,6.4
2190,,USA,,Gren Wells,Comedy,Drama,,English,R,12153,2015-06-04,100.0,The Road Within,https://www.imdb.com/title/tt2962876,,7.1
2191,10000000,USA,,David Lynch,Drama,Horror,Mystery,English,R,73198,1992-08-28,135.0,Twin Peaks: Fire Walk with Me,https://www.imdb.com/title/tt0105665,4160851.0,7.2
2192,,Canada,,Mark A. Lewis,Horror,Sci-Fi,Thriller,English,R,10370,2010-09-29,90.0,The Thaw,https://www.imdb.com/title/tt1235448,,5.2
2193,1000000,USA,36888916,Alfred Hitchcock,Mystery,Thriller,,English,PG,380298,1954-09-01,112.0,Rear Window,https://www.imdb.com/title/tt0047396,36764313.0,8.5
2194,45000,USA,,Russ Meyer,Action,Comedy,,English,Not Rated,12253,1965-08-06,83.0,"Faster, Pussycat! Kill! Kill!",https://www.imdb.com/title/tt0059170,,6.8
2195,30000000,USA,15449455,John R. Leonetti,Action,Adventure,Fantasy,English,PG-13,40926,1997-11-21,95.0,Mortal Kombat: Annihilation,https://www.imdb.com/title/tt0119707,35927406.0,3.7
2196,3000000,USA,,Paul Thomas Anderson,Crime,Drama,,English,R,34023,1997-02-28,102.0,Sydney,https://www.imdb.com/title/tt0119256,222559.0,7.3
2197,11000000,USA,32935319,"Ethan Coen, Joel Coen",Drama,Music,,English,R,118096,2014-01-10,104.0,Inside Llewyn Davis,https://www.imdb.com/title/tt2042568,13235319.0,7.5
2198,8000000,USA,,Sofia Coppola,Biography,Crime,Drama,English,R,75928,2013-06-21,90.0,The Bling Ring,https://www.imdb.com/title/tt2132285,5841046.0,5.6
2199,39000000,USA,101344412,Robert Schwentke,Drama,Fantasy,Romance,English,PG-13,128681,2009-08-14,107.0,The Time Traveler's Wife,https://www.imdb.com/title/tt0452694,63414846.0,7.1
2200,15000000,USA,146292009,Steven Spielberg,Drama,,,English,PG-13,69245,1986-02-07,154.0,The Color Purple,https://www.imdb.com/title/tt0088939,98467863.0,7.8
2201,2000000,USA,,Paul Middleditch,Comedy,Fantasy,,English,R,10262,2013-06-13,85.0,Rapture-Palooza,https://www.imdb.com/title/tt1879032,,5.2
2202,32000000,USA,18409891,Miguel Sapochnik,Action,Crime,Sci-Fi,English,R,94164,2010-03-19,111.0,Repo Men,https://www.imdb.com/title/tt1053424,13794835.0,6.3
2203,15000000,USA,,Jonathan Lynn,Comedy,Crime,Mystery,English,PG,66588,1985-12-13,94.0,Clue,https://www.imdb.com/title/tt0088930,14643997.0,7.3
2204,17500000,USA,85313124,Ron Howard,Comedy,Drama,Sci-Fi,English,PG-13,50657,1985-06-21,117.0,Cocoon,https://www.imdb.com/title/tt0088933,76113124.0,6.7
2205,7500000,USA,,George Clooney,Biography,Drama,History,English,PG,88838,2005-11-04,93.0,"Good Night, and Good Luck.",https://www.imdb.com/title/tt0433383,31501218.0,7.5
2206,20000000,USA,70711175,Takashi Shimizu,Horror,Thriller,,English,PG-13,43194,2006-10-13,102.0,The Grudge 2,https://www.imdb.com/title/tt0433386,39143839.0,5.0
2207,2000000,USA,5967038,David Ayer,Action,Crime,Drama,English,R,59006,2006-11-10,116.0,Harsh Times,https://www.imdb.com/title/tt0433387,3337931.0,6.9
2208,,USA,,Gordon Douglas,Horror,Sci-Fi,,English,Not Rated,17293,1954-06-19,94.0,Them!,https://www.imdb.com/title/tt0047573,,7.3
2209,4900000,USA,148868835,David F. Sandberg,Horror,,,English,PG-13,93621,2016-07-22,81.0,Lights Out,https://www.imdb.com/title/tt4786282,67268835.0,6.3
2210,155000000,USA,440603537,Alan Taylor,Action,Adventure,Sci-Fi,English,PG-13,225670,2015-07-01,126.0,Terminator Genisys,https://www.imdb.com/title/tt1340138,89760956.0,6.5
2211,,UK,,Jim Henson,Adventure,Comedy,Crime,English,G,11644,1981-06-26,97.0,The Great Muppet Caper,https://www.imdb.com/title/tt0082474,31206251.0,7.2
2212,"
Budget:CAD 100,000
            (estimated)
",Canada,,"Lisanne Pajot, James Swirsky",Documentary,Drama,,English,Not Rated,19210,2012-09-15,103.0,Indie Game: The Movie,https://www.imdb.com/title/tt1942884,,7.7
2213,,USA,,Elliot Silverstein,Comedy,Romance,Western,English,Not Rated,11858,1965-06-24,97.0,Cat Ballou,https://www.imdb.com/title/tt0059017,20666667.0,6.9
2214,4000000,USA,,Frank Capra,Adventure,Drama,Fantasy,English,Approved,10666,1937-09-01,132.0,Lost Horizon,https://www.imdb.com/title/tt0029162,,7.8
2215,45000000,France,73741549,Roman Polanski,Drama,Mystery,Thriller,English,PG-13,145277,2010-03-19,128.0,The Ghost Writer,https://www.imdb.com/title/tt1139328,15541549.0,7.2
2216,18000000,USA,58878723,Audrey Wells,Comedy,Drama,Romance,English,PG-13,41785,2003-09-26,113.0,Under the Tuscan Sun,https://www.imdb.com/title/tt0328589,43610723.0,6.8
2217,8000000,USA,,Ramin Bahrani,Drama,,,Spanish,R,25400,2015-10-09,112.0,99 Homes,https://www.imdb.com/title/tt2891174,1410915.0,7.1
2218,9000000,USA,,Scott Mann,Action,Crime,Thriller,English,R,23455,2015-11-11,93.0,Heist,https://www.imdb.com/title/tt3276924,,6.1
2219,,UK,,John Mackenzie,Crime,Drama,Mystery,English,R,16230,1982-04-02,114.0,The Long Good Friday,https://www.imdb.com/title/tt0081070,,7.7
2220,1696377,USA,,Alfred Hitchcock,Film-Noir,Mystery,Romance,English,Approved,37936,1945-12-28,111.0,Spellbound,https://www.imdb.com/title/tt0038109,7000000.0,7.6
2221,8000000,USA,,Joe Nussbaum,Comedy,Drama,Family,English,PG,13964,2011-04-29,104.0,Prom,https://www.imdb.com/title/tt1604171,10130219.0,5.5
2222,4300000,USA,300000000,Hal Needham,Action,Comedy,,English,PG,39001,1977-05-27,96.0,Smokey and the Bandit,https://www.imdb.com/title/tt0076729,126737428.0,6.9
2223,3000000,USA,,Jack Sholder,Horror,,,English,R,51866,1985-11-01,87.0,A Nightmare on Elm Street Part 2: Freddy's Revenge,https://www.imdb.com/title/tt0089686,29999213.0,5.4
2224,60000000,USA,484409218,"Andrew Adamson, Vicky Jenson",Animation,Adventure,Comedy,English,PG,536081,2001-05-18,90.0,Shrek,https://www.imdb.com/title/tt0126029,267665011.0,7.9
2225,40000000,USA,91753222,John Moore,Action,Drama,Thriller,English,PG-13,93129,2001-11-30,106.0,Behind Enemy Lines,https://www.imdb.com/title/tt0159273,59068786.0,6.4
2226,650000,USA,,Meir Zarchi,Horror,Thriller,,English,R,22934,1978-11-22,101.0,Day of the Woman,https://www.imdb.com/title/tt0077713,,5.7
2227,,USA,,George Roy Hill,Comedy,Drama,Sport,English,R,31259,1977-02-25,123.0,Slap Shot,https://www.imdb.com/title/tt0076723,,7.4
2228,,USA,,Gary Nelson,Comedy,Family,Fantasy,English,G,10315,1977-01-21,95.0,Freaky Friday,https://www.imdb.com/title/tt0076054,25942000.0,6.3
2229,8000000,Canada,,Stuart Townsend,Action,Drama,,English,R,13589,2008-05-07,99.0,Battle in Seattle,https://www.imdb.com/title/tt0850253,223537.0,6.7
2230,325000,USA,,Frank Capra,Comedy,Romance,,English,Not Rated,81314,1934-02-22,105.0,It Happened One Night,https://www.imdb.com/title/tt0025316,,8.1
2231,50000000,USA,,Clint Eastwood,Action,Crime,Drama,English,R,38271,2002-08-09,110.0,Blood Work,https://www.imdb.com/title/tt0309377,26199517.0,6.4
2232,38000000,USA,53399006,Andy Tennant,Comedy,Romance,,English,PG-13,92848,2002-09-27,108.0,Sweet Home Alabama,https://www.imdb.com/title/tt0256415,127223418.0,6.2
2233,,USA,29650385,David Swift,Comedy,Family,Romance,English,Passed,16401,1961-06-21,129.0,The Parent Trap,https://www.imdb.com/title/tt0055277,25150385.0,7.1
2234,60000000,USA,164433867,Steve Carr,Comedy,Family,,English,PG,56407,2003-05-09,92.0,Daddy Day Care,https://www.imdb.com/title/tt0317303,104297061.0,5.5
2235,10000000,USA,,Ciarán Foy,Horror,Mystery,Thriller,English,R,38614,2015-08-21,97.0,Sinister 2,https://www.imdb.com/title/tt2752772,27736779.0,5.3
2236,,UK,25733577,Mandie Fletcher,Comedy,Crime,,English,R,10161,2016-07-22,91.0,Absolutely Fabulous: The Movie,https://www.imdb.com/title/tt2112096,4750497.0,5.4
2237,,UK,,Bart Layton,Documentary,Biography,Crime,English,R,40991,2012-08-24,99.0,The Imposter,https://www.imdb.com/title/tt1966604,892409.0,7.5
2238,,USA,,David Guy Levy,Horror,,,English,Not Rated,30783,2012-10-14,93.0,Would You Rather,https://www.imdb.com/title/tt1999995,,5.7
2239,,USA,,Ken Annakin,Drama,History,War,English,Not Rated,12868,1966-01-19,167.0,Battle of the Bulge,https://www.imdb.com/title/tt0058947,,6.8
2240,800000,Algeria,,Gillo Pontecorvo,Drama,War,,French,Not Rated,45883,1967-09-20,121.0,La battaglia di Algeri,https://www.imdb.com/title/tt0058946,55908.0,8.1
2241,2000000,USA,43625095,Stephen Chiodo,Comedy,Horror,Sci-Fi,English,PG-13,27503,1988-05-27,88.0,Killer Klowns from Outer Space,https://www.imdb.com/title/tt0095444,15625095.0,6.1
2242,,USA,,James Gartner,Biography,Drama,Sport,English,PG,38922,2006-01-13,118.0,Glory Road,https://www.imdb.com/title/tt0385726,42643187.0,7.2
2243,,USA,,Brian Dannelly,Comedy,Drama,,English,Not Rated,13854,2013-01-11,90.0,Struck by Lightning,https://www.imdb.com/title/tt1791614,22930.0,6.3
2244,25000000,Germany,,George Gallo,Action,Comedy,Crime,English,PG-13,10239,2008-04-30,97.0,My Mom's New Boyfriend,https://www.imdb.com/title/tt0780534,,5.3
2245,15000000,UK,,Martin McDonagh,Comedy,Crime,Drama,English,R,350562,2008-02-29,107.0,In Bruges,https://www.imdb.com/title/tt0780536,7757130.0,7.9
2246,5000000,USA,,Daniel Waters,Comedy,Drama,Romance,English,R,10114,2008-02-22,117.0,Sex and Death 101,https://www.imdb.com/title/tt0497972,23563.0,6.0
2247,25000000,Canada,,Fernando Meirelles,Drama,Mystery,Sci-Fi,English,R,64580,2008-10-03,121.0,Blindness,https://www.imdb.com/title/tt0861689,3073392.0,6.6
2248,40000000,USA,45735397,Jason Winer,Comedy,Romance,,English,PG-13,48179,2011-04-08,110.0,Arthur,https://www.imdb.com/title/tt1334512,33035397.0,5.7
2249,30000000,USA,134212055,Ridley Scott,Action,Crime,Thriller,English,R,44108,1989-09-22,125.0,Black Rain,https://www.imdb.com/title/tt0096933,46212055.0,6.6
2250,,USA,,Matt Spicer,Comedy,Drama,,English,R,23743,2017-08-25,98.0,Ingrid Goes West,https://www.imdb.com/title/tt5962210,3024308.0,6.6
2251,20000000,USA,138699000,John Badham,Action,Comedy,,English,PG-13,35462,1990-05-18,110.0,Bird on a Wire,https://www.imdb.com/title/tt0099141,70980000.0,5.9
2252,31500000,USA,38803993,Ariel Vromen,Action,Crime,Drama,English,R,48775,2016-04-15,113.0,Criminal,https://www.imdb.com/title/tt3014866,14268533.0,6.3
2253,5000000,USA,19900000,"Bruce Malmuth, Gary Nelson",Action,Crime,Thriller,English,R,14437,1981-04-10,99.0,Nighthawks,https://www.imdb.com/title/tt0082817,14905359.0,6.4
2254,12000000,USA,,David Zucker,Comedy,Crime,,English,PG-13,131545,1988-12-02,85.0,The Naked Gun: From the Files of Police Squad!,https://www.imdb.com/title/tt0095705,78041829.0,7.6
2255,30000000,France,,Olivier Dahan,Biography,Drama,Romance,English,Not Rated,15741,2014-05-14,103.0,Grace of Monaco,https://www.imdb.com/title/tt2095649,,5.7
2256,"
Budget:£2,800,000
            (estimated)
",UK,,Michael Winterbottom,Comedy,,,English,R,11784,2006-01-20,94.0,A Cock and Bull Story,https://www.imdb.com/title/tt0423409,1253413.0,6.8
2257,11500000,UK,,Peter Medak,Action,Crime,Drama,English,R,11880,1994-02-04,110.0,Romeo Is Bleeding,https://www.imdb.com/title/tt0107983,3275585.0,6.6
2258,18000000,USA,122195920,Paul W.S. Anderson,Action,Adventure,Fantasy,English,PG-13,90924,1995-08-18,101.0,Mortal Kombat,https://www.imdb.com/title/tt0113855,70454098.0,5.8
2259,"
Budget:£1,500,000
            (estimated)
",UK,,Sidney Lumet,Crime,Drama,Mystery,English,PG,47591,1974-11-24,128.0,Murder on the Orient Express,https://www.imdb.com/title/tt0071877,35733867.0,7.3
2260,,USA,,Alex Gibney,Documentary,,,English,Not Rated,32978,2015-06-25,119.0,Going Clear: Scientology & the Prison of Belief,https://www.imdb.com/title/tt4257858,,8.0
2261,14000000,USA,173046663,Wes Craven,Horror,Mystery,,English,R,251388,1996-12-20,111.0,Scream,https://www.imdb.com/title/tt0117571,103046663.0,7.2
2262,2000000,USA,,Elia Kazan,Drama,Romance,,English,Not Rated,12816,1948-03-01,118.0,Gentleman's Agreement,https://www.imdb.com/title/tt0039416,,7.4
2263,,UK,15396525,Kevin Macdonald,Documentary,Adventure,Drama,English,R,30401,2004-03-12,106.0,Touching the Void,https://www.imdb.com/title/tt0379557,4593598.0,8.0
2264,18000000,USA,32000000,Michael Radford,Drama,Romance,,English,R,32328,2005-02-18,131.0,The Merchant of Venice,https://www.imdb.com/title/tt0379889,3765585.0,7.1
2265,17500000,UK,36532987,Terry George,Biography,Drama,History,English,PG-13,304497,2005-02-04,121.0,Hotel Rwanda,https://www.imdb.com/title/tt0395169,23530892.0,8.1
2266,56000000,Canada,198636868,Adam Shankman,Action,Comedy,Drama,English,PG,77417,2005-03-04,95.0,The Pacifier,https://www.imdb.com/title/tt0395699,113086868.0,5.6
2267,35000000,USA,,Joel Schumacher,Crime,Thriller,,English,R,38425,2011-10-21,91.0,Trespass,https://www.imdb.com/title/tt1674784,16816.0,5.3
2268,36000000,USA,65985447,Steve Pink,Comedy,Sci-Fi,,English,R,150421,2010-03-26,101.0,Hot Tub Time Machine,https://www.imdb.com/title/tt1231587,50287556.0,6.4
2269,,USA,,"Alex Gregory, Peter Huyck",Comedy,Romance,,English,R,19467,2011-10-27,95.0,A Good Old Fashioned Orgy,https://www.imdb.com/title/tt1231586,154604.0,6.2
2270,65000000,USA,211780824,Todd Phillips,Adventure,Comedy,Drama,English,R,296838,2010-11-05,95.0,Due Date,https://www.imdb.com/title/tt1231583,100539043.0,6.6
2271,75000000,USA,443140005,Betty Thomas,Animation,Comedy,Family,English,PG,37322,2009-12-23,88.0,Alvin and the Chipmunks: The Squeakquel,https://www.imdb.com/title/tt1231580,219614612.0,4.5
2272,12000000,USA,,John Wayne,Adventure,Drama,History,English,Passed,12571,1960-10-27,162.0,The Alamo,https://www.imdb.com/title/tt0053580,17262932.0,6.9
2273,,USA,,James Toback,Documentary,Biography,Sport,English,R,11419,2009-05-15,90.0,Tyson,https://www.imdb.com/title/tt1032821,887126.0,7.5
