,budget,cum_ww_gross,release_date,title,usa_gross
549,"$80,000,000","$106,515,310",5/24/2002,Spirit: Stallion of the Cimarron,"$73,215,310"
550,"$80,000,000","$147,080,413",6/8/2001,Swordfish,"$69,772,969"
551,"$80,000,000","$69,610,858",12/31/1999,Fantasia 2000 (Theatrical Release),"$69,610,858"
552,"$80,000,000","$136,047,317",4/3/1998,Lost In Space,"$69,117,629"
553,"$80,000,000","$96,148,711",7/30/2004,The Manchurian Candidate,"$65,948,711"
554,"$80,000,000","$181,038,616",11/22/2006,DÃ©jÃ  Vu,"$64,038,616"
555,"$80,000,000","$131,159,306",6/24/2005,Bewitched,"$63,313,159"
556,"$80,000,000","$98,983,590",3/8/2002,The Time Machine,"$56,684,819"
557,"$80,000,000","$71,485,043",10/2/1998,What Dreams May Come,"$55,485,043"
558,"$80,000,000","$50,632,037",12/25/1998,Mighty Joe Young,"$50,632,037"
559,"$80,000,000","$80,601,488",9/28/2018,Smallfoot,"$47,465,092"
560,"$80,000,000","$141,475,336",10/28/2005,The Legend of Zorro,"$45,575,336"
561,"$80,000,000","$58,270,391",11/10/2000,Little Nicky,"$39,442,871"
562,"$80,000,000","$119,668,350",9/25/2009,Surrogates,"$38,577,772"
563,"$80,000,000","$98,341,932",6/8/2001,Evolution,"$38,311,134"
564,"$80,000,000","$105,299,638",8/26/2005,The Brothers Grimm,"$37,899,638"
565,"$80,000,000","$101,371,017",12/13/1996,Mars Attacks!,"$37,771,017"
566,"$80,000,000","$99,010,667",4/14/2006,The Wild,"$37,384,046"
567,"$80,000,000","$123,386,322",12/20/2013,Walking with Dinosaurs,"$36,076,121"
568,"$80,000,000","$66,554,547",12/22/2000,Thirteen Days,"$34,566,746"
569,"$80,000,000","$158,908,290",12/6/1996,Daylight,"$32,908,290"
570,"$80,000,000","$131,437,876",10/23/2015,The Last Witch Hunter,"$27,367,660"
571,"$80,000,000","$108,469,033",2/21/2014,Pompeii,"$23,169,033"
572,"$80,000,000","$29,725,663",5/12/2000,Battlefield Earth: A Saga of the Year 3000,"$21,471,685"
573,"$80,000,000","$54,540,662",11/14/2003,Looney Tunes: Back in Action,"$20,950,820"
574,"$80,000,000","$53,508,858",12/18/2009,Nine,"$19,676,965"
575,"$80,000,000","$26,703,184",11/26/2003,Timeline,"$19,480,739"
576,"$80,000,000","$86,787,530",4/22/2010,Oceans,"$19,422,319"
577,"$80,000,000","$69,131,860",11/25/1998,Babe: Pig in the City,"$18,319,860"
578,"$80,000,000","$20,841,123",12/25/1997,The Postman,"$17,650,704"
579,"$80,000,000","$33,463,969",11/10/2000,Red Planet,"$17,480,890"
580,"$80,000,000","$113,325,743",1/12/2007,Arthur et les Minimoys,"$15,132,763"
581,"$80,000,000","$40,147,042",8/17/2007,The Invasion,"$15,074,191"
582,"$80,000,000","$6,300,451",9/2/2005,A Sound of Thunder,"$1,900,451"
583,"$79,300,000","$986,332,275",6/15/1994,The Lion King,"$421,785,283"
584,"$79,000,000","$318,146,162",2/10/2012,Journey 2: The Mysterious Island,"$103,860,290"
585,"$79,000,000","$150,519,217",11/11/2011,Jack and Jill,"$74,158,157"
