,budget,cum_ww_gross,release_date,title,usa_gross
2249,"$24,200,000","$10,447,579",11/9/2012,Dangerous Liaisons,"$17,000"
2250,"$24,000,000","$133,000,000",11/26/1986,Star Trek IV: The Voyage Home,"$109,713,132"
2251,"$24,000,000","$172,363,301",12/12/1997,Scream 2,"$101,363,301"
2252,"$24,000,000","$86,765,463",2/21/2003,Old School,"$75,155,000"
2253,"$24,000,000","$156,229,050",12/20/2006,Rocky Balboa,"$70,269,899"
2254,"$24,000,000","$70,027,933",6/20/2014,Think Like a Man Too,"$65,028,687"
2255,"$24,000,000","$64,282,881",12/16/2016,Fences,"$57,682,904"
2256,"$24,000,000","$85,527,867",2/18/2000,The Whole Nine Yards,"$57,262,492"
2257,"$24,000,000","$62,989,834",10/14/2011,Footloose,"$51,802,742"
2258,"$24,000,000","$78,673,103",4/7/2017,Going in Style,"$45,018,541"
2259,"$24,000,000","$83,531,958",7/12/1991,Point Break,"$43,218,387"
2260,"$24,000,000","$41,798,224",9/20/1991,The Fisher King,"$41,798,224"
2261,"$24,000,000","$40,020,622",11/13/1998,I Still Know What You Did Last Summer,"$40,020,622"
2262,"$24,000,000","$33,208,099",12/16/1969,"Hello, Dolly","$33,208,099"
2263,"$24,000,000","$32,662,299",4/7/2000,Return to Me,"$32,662,299"
2264,"$24,000,000","$67,348,218",11/6/2009,The Men Who Stare at Goats,"$32,428,195"
2265,"$24,000,000","$36,856,306",10/31/2008,Zack and Miri Make a Porno,"$31,457,946"
2266,"$24,000,000","$29,823,162",1/12/2001,Double Take,"$29,823,162"
2267,"$24,000,000","$28,871,190",12/21/1999,"Girl, Interrupted","$28,871,190"
2268,"$24,000,000","$27,732,366",9/8/2000,Nurse Betty,"$25,170,054"
2269,"$24,000,000","$83,660,160",8/20/2010,Piranha 3D,"$25,003,155"
2270,"$24,000,000","$35,792,945",11/24/2010,Faster,"$23,240,020"
2271,"$24,000,000","$16,980,098",1/23/2004,Win a Date with Tad Hamilton!,"$16,980,098"
2272,"$24,000,000","$16,304,786",7/14/1999,Muppets From Space,"$16,304,786"
2273,"$24,000,000","$13,000,000",10/24/1978,The Wiz,"$13,000,000"
2274,"$24,000,000","$12,372,410",4/7/2000,Ready to Rumble,"$12,372,410"
2275,"$24,000,000","$24,474,463",9/16/2011,I Don't Know How She Does It,"$9,659,074"
2276,"$24,000,000","$8,427,204",12/24/1999,Play it to the Bone,"$8,427,204"
2277,"$24,000,000","$8,292,914",12/17/2004,Beyond the Sea,"$6,144,806"
2278,"$24,000,000","$237,814,327",6/10/2005,Hauru no ugoku shiro,"$4,710,455"
2279,"$24,000,000","$4,356,126",3/27/1998,Meet the Deedles,"$4,356,126"
2280,"$24,000,000","$669,276",8/25/1995,The Thief and the Cobbler,"$669,276"
2281,"$24,000,000","$1,696,765",6/10/2005,The Bridge of San Luis Rey,"$49,981"
2282,"$24,000,000","$4,084,232",12/31/2007,Flood,$0
2283,"$23,600,000","$102,236,596",10/2/2009,Zombieland,"$75,590,286"
2284,"$23,000,000","$534,161,334",5/21/1980,Star Wars Ep. V: The Empire Strikes Back,"$290,271,960"
2285,"$23,000,000","$190,191,646",11/6/1998,The Waterboy,"$161,491,646"
2286,"$23,000,000","$86,930,411",6/28/1991,The Naked Gun 2Â½: The Smell of Fear,"$86,930,411"
2287,"$23,000,000","$141,247,413",4/7/1995,Bad Boys,"$65,647,413"
2288,"$23,000,000","$80,171,596",1/16/2015,The Wedding Ringer,"$64,460,211"
2289,"$23,000,000","$112,036,870",3/17/2000,Final Destination,"$53,302,314"
2290,"$23,000,000","$90,614,445",12/17/1976,King Kong,"$52,614,445"
2291,"$23,000,000","$77,735,925",10/7/2011,The Ides of March,"$40,962,534"
2292,"$23,000,000","$53,182,088",2/18/2000,Pitch Black,"$39,235,088"
2293,"$23,000,000","$38,684,906",3/30/2001,Someone Like You,"$27,338,033"
2294,"$23,000,000","$48,259,031",1/10/2014,Her,"$25,568,251"
2295,"$23,000,000","$21,973,182",10/5/2001,Joy Ride,"$21,973,182"
2296,"$23,000,000","$151,496,097",2/17/2012,Kari gurashi no Arietti,"$19,192,510"
2297,"$23,000,000","$36,374,700",1/20/2012,Haywire,"$18,942,396"
2298,"$23,000,000","$18,653,615",11/12/1999,Anywhere But Here,"$18,653,615"
2299,"$23,000,000","$19,123,851",9/1/2004,Vanity Fair,"$16,123,851"
2300,"$23,000,000","$45,061,177",2/26/2016,Eddie the Eagle,"$15,789,389"
2301,"$23,000,000","$15,728,335",7/17/1987,Jaws 4: The Revenge,"$15,728,335"
2302,"$23,000,000","$13,019,253",8/25/2000,The Crew,"$13,019,253"
2303,"$23,000,000","$12,803,305",12/20/1996,Marvin's Room,"$12,803,305"
2304,"$23,000,000","$12,291,975",1/9/2004,Chasing Liberty,"$12,189,514"
2305,"$23,000,000","$11,778,396",8/22/2008,The Longshots,"$11,511,323"
2306,"$23,000,000","$10,660,147",12/3/1999,The End of the Affair,"$10,660,147"
2307,"$23,000,000","$7,018,525",8/23/1991,Harley Davidson and the Marlboro Man,"$7,018,525"
2308,"$23,000,000","$24,489,150",9/14/2007,In the Valley of Elah,"$6,777,741"
2309,"$23,000,000","$50,813,834",9/25/2009,Coco avant Chanel,"$6,113,834"
2310,"$23,000,000","$2,715,657",6/26/2009,ChÃ©ri,"$2,715,657"
2311,"$23,000,000","$13,593,473",6/28/2013,Redemption,"$36,686"
2312,"$23,000,000","$4,673,377",4/25/2008,Rogue,"$10,452"
2313,"$23,000,000","$58,807,172",5/5/2017,ChÄi dÃ n zhuÄnjiÄ,$0
2314,"$23,000,000","$44,195,779",12/31/2009,Shi Yue Wei Cheng,$0
2315,"$22,700,000","$38,119,483",6/24/1987,Spaceballs,"$38,119,483"
2316,"$22,500,000","$131,263,370",6/22/2007,1408,"$71,985,628"
2317,"$22,500,000","$32,398,726",11/18/2016,Nocturnal Animals,"$10,663,357"
2318,"$22,500,000","$30,864,649",4/24/2015,The Water Diviner,"$4,200,117"
2319,"$22,000,000","$517,600,000",7/13/1990,Ghost,"$217,631,306"
2320,"$22,000,000","$369,884,651",7/15/1998,There's Something About Mary,"$176,484,651"
2321,"$22,000,000","$189,800,000",11/11/1994,The Santa Clause,"$144,833,357"
2322,"$22,000,000","$146,590,987",9/28/2007,The Game Plan,"$90,648,202"
2323,"$22,000,000","$80,491,516",3/29/2002,The Rookie,"$75,600,072"
2324,"$22,000,000","$175,516,617",6/2/1995,The Bridges of Madison County,"$71,516,617"
2325,"$22,000,000","$70,949,793",2/28/2014,Son of God,"$59,700,064"
2326,"$22,000,000","$55,762,229",6/1/2001,The Animal,"$55,762,229"
2327,"$22,000,000","$94,270,488",8/8/2014,The Hundred-Foot Journey,"$54,235,441"
2328,"$22,000,000","$127,767,889",12/8/1982,Gandhi,"$52,767,889"
2329,"$22,000,000","$95,708,457",9/19/2003,Underworld,"$51,970,690"
2330,"$22,000,000","$110,521,733",7/28/1995,The Net,"$50,621,733"
2331,"$22,000,000","$77,229,695",8/3/2012,Diary of a Wimpy Kid: Dog Days,"$49,008,662"
2332,"$22,000,000","$92,542,418",12/28/2001,I Am Sam,"$40,270,895"
2333,"$22,000,000","$57,520,063",11/11/2005,Derailed,"$36,020,063"
2334,"$22,000,000","$41,771,168",9/18/2009,The Informant!,"$33,316,821"
2335,"$22,000,000","$70,536,870",11/22/2013,Delivery Man,"$30,659,817"
2336,"$22,000,000","$64,171,419",2/5/2016,"Hail, Caesar!","$30,080,225"
2337,"$22,000,000","$33,762,400",8/24/2001,Jay and Silent Bob Strike Back,"$30,059,386"
2338,"$22,000,000","$25,842,377",12/29/1993,Shadowlands,"$25,842,377"
2339,"$22,000,000","$27,882,226",8/27/2008,Traitor,"$23,530,831"
2340,"$22,000,000","$45,273,464",8/12/2005,Deuce Bigalow: European Gigolo,"$22,400,154"
2341,"$22,000,000","$35,608,734",5/19/2017,Diary of a Wimpy Kid: The Long Haul,"$20,738,724"
2342,"$22,000,000","$25,044,057",1/18/2008,Mad Money,"$20,668,843"
2343,"$22,000,000","$51,695,362",11/27/2013,Homefront,"$20,158,492"
2344,"$22,000,000","$31,013,349",9/19/2008,Igor,"$19,528,602"
2345,"$22,000,000","$25,873,142",2/9/2001,Saving Silverman,"$19,351,569"
2346,"$22,000,000","$19,288,130",7/2/1999,Summer of Sam,"$19,288,130"
2347,"$22,000,000","$22,861,785",9/14/2001,The Glass House,"$17,951,431"
2348,"$22,000,000","$69,698,495",9/4/2015,The Transporter Refueled,"$16,029,670"
2349,"$22,000,000","$15,716,828",6/13/1980,The Island,"$15,716,828"
2350,"$22,000,000","$14,252,830",4/11/2001,Josie and the Pussycats,"$14,252,830"
2351,"$22,000,000","$17,216,955",8/22/2012,Hit & Run,"$13,749,300"
2352,"$22,000,000","$13,555,988",10/27/2000,The Little Vampire,"$13,555,988"
2353,"$22,000,000","$20,034,713",10/1/2004,I Heart Huckabees,"$12,784,713"
2354,"$22,000,000","$12,967,012",11/17/2017,"Roman J. Israel, Esq.","$11,962,712"
2355,"$22,000,000","$15,434,375",12/4/2013,Out of the Furnace,"$11,330,849"
2356,"$22,000,000","$10,696,210",11/5/1993,RoboCop 3,"$10,696,210"
2357,"$22,000,000","$9,818,792",8/27/1999,Dudley Do-Right,"$9,818,792"
2358,"$22,000,000","$6,756,452",12/8/2017,Just Getting Started,"$6,069,605"
2359,"$22,000,000","$6,047,691",9/21/2001,Megiddo: Omega Code 2,"$6,047,691"
2360,"$22,000,000","$5,000,000",1/1/1970,Darling Lili,"$5,000,000"
2361,"$22,000,000","$9,448,623",11/23/2005,The Libertine,"$4,835,065"
2362,"$22,000,000","$27,238,354",4/6/2007,Zwartboek,"$4,398,532"
2363,"$22,000,000","$19,563,579",10/31/2014,Before I Go to Sleep,"$3,242,457"
2364,"$22,000,000","$4,065,020",10/8/2010,Stone,"$1,810,078"
2365,"$22,000,000","$23,134,075",3/3/2006,Joyeux NoÃ«l,"$1,054,361"
2366,"$22,000,000","$34,061,097",12/31/2013,Metegol,$0
2367,"$21,600,000","$12,005,968",6/24/1977,Sorcerer,"$12,000,000"
2368,"$21,600,000","$791,154",7/27/2007,MoliÃ¨re,"$635,733"
2369,"$21,500,000","$92,987,651",10/5/2007,Michael Clayton,"$49,033,882"
2370,"$21,500,000","$24,419,219",7/9/1999,Arlington Road,"$24,419,219"
2371,"$21,500,000","$22,331,846",12/20/1996,My Fellow Americans,"$22,331,846"
2372,"$21,500,000","$74,326,015",6/22/2012,To Rome with Love,"$16,684,352"
2373,"$21,000,000","$236,412,453",11/16/2012,Silver Linings Playbook,"$132,092,958"
2374,"$21,000,000","$93,442,495",4/6/2018,Blockers,"$59,839,515"
2375,"$21,000,000","$52,037,603",6/30/1999,"South Park: Bigger, Longer & Uncut","$52,037,603"
2376,"$21,000,000","$45,785,720",6/18/1982,Firefox,"$45,785,720"
2377,"$21,000,000","$48,977,233",4/16/2010,Death at a Funeral,"$42,739,347"
2378,"$21,000,000","$42,273,609",3/19/1993,Teenage Mutant Ninja Turtles III,"$42,273,609"
2379,"$21,000,000","$43,728,560",9/14/2001,Hardball,"$40,222,729"
2380,"$21,000,000","$38,017,873",11/5/2010,For Colored Girls,"$37,729,698"
2381,"$21,000,000","$43,632,609",1/5/2007,Freedom Writers,"$36,605,602"
2382,"$21,000,000","$43,928,932",10/11/2002,The Transporter,"$25,296,447"
2383,"$21,000,000","$39,319,801",3/14/2008,Never Back Down,"$24,850,922"
2384,"$21,000,000","$81,452,811",12/9/2011,Tinker Tailor Soldier Spy,"$24,149,393"
2385,"$21,000,000","$36,882,378",11/5/1999,The Bachelor,"$21,731,001"
2386,"$21,000,000","$17,760,244",3/12/1999,The Rage: Carrie 2,"$17,760,244"
2387,"$21,000,000","$17,589,867",8/1/2008,Swing Vote,"$16,289,867"
2388,"$21,000,000","$10,108,016",6/5/2009,Away We Go,"$9,451,946"
2389,"$21,000,000","$6,830,957",9/27/2002,Moonlight Mile,"$6,830,957"
2390,"$21,000,000","$5,046,038",5/6/2011,The Beaver,"$970,816"
2391,"$21,000,000","$606,162",2/24/2017,Bitter Harvest,"$557,241"
2392,"$21,000,000","$17,396",10/22/1999,Molly,"$17,396"
2393,"$20,700,000","$2,840,417",4/23/1999,eXistenZ,"$2,840,417"
2394,"$20,500,000","$69,701,637",7/23/1982,The Best Little Whorehouse in Texas,"$69,701,637"
2395,"$20,500,000","$30,241,435",8/11/2006,Pulse,"$20,264,436"
2396,"$20,000,000","$608,435,483",11/13/1991,Beauty and the Beast,"$376,057,266"
2397,"$20,000,000","$367,452,079",6/12/1981,Raiders of the Lost Ark,"$225,686,079"
2398,"$20,000,000","$358,994,850",11/20/1992,Home Alone 2: Lost in New York,"$173,585,516"
2399,"$20,000,000","$340,800,479",11/16/1977,Close Encounters of the Third Kind,"$169,100,479"
2400,"$20,000,000","$276,665,036",5/20/1987,Beverly Hills Cop II,"$153,665,036"
2401,"$20,000,000","$428,188,972",12/9/2016,La La Land,"$151,101,803"
2402,"$20,000,000","$318,000,141",7/19/2013,The Conjuring,"$137,400,141"
2403,"$20,000,000","$164,675,402",3/7/2003,Bringing Down the House,"$132,675,402"
2404,"$20,000,000","$305,051,118",11/17/2017,Wonder,"$132,422,809"
2405,"$20,000,000","$275,726,716",2/14/1991,The Silence of the Lambs,"$130,726,716"
2406,"$20,000,000","$183,097,323",2/14/1992,Wayne's World,"$121,697,323"
2407,"$20,000,000","$171,685,793",10/15/2010,Jackass 3D,"$117,229,692"
2408,"$20,000,000","$180,999,077",7/29/2016,Bad Moms,"$113,257,297"
2409,"$20,000,000","$208,900,376",6/16/1978,Jaws 2,"$102,922,376"
2410,"$20,000,000","$154,218,168",10/3/2008,Beverly Hills Chihuahua,"$94,514,402"
2411,"$20,000,000","$96,407,655",7/2/2014,Tammy,"$84,525,432"
2412,"$20,000,000","$98,114,471",1/21/2005,Are We There Yet?,"$82,674,398"
2413,"$20,000,000","$175,507,800",11/16/2011,The Descendants,"$82,624,961"
2414,"$20,000,000","$131,945,113",10/3/2003,School of Rock,"$81,261,177"
2415,"$20,000,000","$118,537,627",4/13/2007,Disturbia,"$80,818,974"
2416,"$20,000,000","$153,698,625",7/16/1993,Free Willy,"$77,698,625"
2417,"$20,000,000","$73,206,343",10/21/2016,Tyler Perryâs Boo! A Madea Halloween,"$73,206,343"
2418,"$20,000,000","$122,133,227",8/18/1995,Mortal Kombat,"$70,433,227"
2419,"$20,000,000","$111,448,997",6/23/2004,White Chicks,"$69,148,997"
2420,"$20,000,000","$73,964,713",4/24/2009,Obsessed,"$68,261,644"
2421,"$20,000,000","$71,232,214",4/18/2003,Holes,"$67,383,924"
2422,"$20,000,000","$66,950,887",6/29/2012,Tyler Perry's Madea's Witness Protection,"$65,653,242"
2423,"$20,000,000","$92,678,948",3/31/2010,The Last Song,"$62,950,384"
2424,"$20,000,000","$60,831,067",4/2/2010,Why Did I Get Married Too?,"$60,095,852"
2425,"$20,000,000","$229,385,361",10/23/1998,La vita Ã¨ bella,"$57,598,247"
2426,"$20,000,000","$181,025,343",10/18/2013,12 Years a Slave,"$56,671,993"
2427,"$20,000,000","$56,398,162",12/13/2002,Drumline,"$56,398,162"
2428,"$20,000,000","$208,314,186",6/3/2016,Me Before You,"$56,245,075"
2429,"$20,000,000","$54,404,202",4/15/2016,Barbershop: The Next Cut,"$54,030,051"
2430,"$20,000,000","$53,976,987",12/7/1990,Edward Scissorhands,"$53,976,987"
2431,"$20,000,000","$66,776,576",1/9/2015,Selma,"$52,076,908"
2432,"$20,000,000","$77,201,178",9/14/2018,A Simple Favor,"$49,975,240"
2433,"$20,000,000","$49,823,037",12/12/1980,Popeye,"$49,823,037"
2434,"$20,000,000","$85,146,165",2/17/2006,Date Movie,"$48,548,426"
2435,"$20,000,000","$109,862,682",2/15/2002,Peter Pan: Return to Neverland,"$48,430,258"
2436,"$20,000,000","$140,122,225",2/14/2003,The Jungle Book 2,"$47,901,582"
2437,"$20,000,000","$81,461,343",3/16/2007,Premonition,"$47,852,604"
2438,"$20,000,000","$47,879,572",10/20/2017,Tyler Perryâs Boo 2! A Madea Halloween,"$47,319,572"
2439,"$20,000,000","$67,192,859",2/4/2005,Boogeyman,"$46,752,382"
2440,"$20,000,000","$96,147,688",2/11/2000,The Tigger Movie,"$45,542,421"
2441,"$20,000,000","$92,108,847",11/6/2015,Spotlight,"$45,055,776"
2442,"$20,000,000","$46,627,836",3/30/2018,Acrimony,"$43,549,096"
2443,"$20,000,000","$43,658,157",6/26/2015,Max,"$42,656,255"
2444,"$20,000,000","$41,975,388",3/21/2008,Meet the Browns,"$41,975,388"
2445,"$20,000,000","$78,769,428",7/24/2009,Orphan,"$41,596,251"
2446,"$20,000,000","$62,758,010",11/17/2017,The Star,"$40,847,995"
2447,"$20,000,000","$86,858,578",1/26/2007,Epic Movie,"$39,739,367"
2448,"$20,000,000","$44,821,299",9/19/2008,Lakeview Terrace,"$39,263,506"
2449,"$20,000,000","$70,743,839",10/13/2006,The Grudge 2,"$39,143,839"
2450,"$20,000,000","$69,095,286",7/27/2016,Nerve,"$38,583,626"
2451,"$20,000,000","$79,114,085",5/14/1982,Conan the Barbarian,"$38,264,085"
2452,"$20,000,000","$37,672,944",8/14/1998,How Stella Got Her Groove Back,"$37,672,944"
2453,"$20,000,000","$37,537,675",7/19/1991,Bill & Ted's Bogus Journey,"$37,537,675"
2454,"$20,000,000","$41,342,180",10/13/2006,Man of the Year,"$37,442,180"
2455,"$20,000,000","$46,255,763",2/19/2016,Risen,"$36,880,033"
2456,"$20,000,000","$81,424,988",8/18/2010,Vampires Suck,"$36,661,504"
2457,"$20,000,000","$35,841,901",12/21/1979,The Black Hole,"$35,841,901"
2458,"$20,000,000","$67,950,723",9/1/2010,The American,"$35,606,376"
2459,"$20,000,000","$35,450,113",3/21/1997,Selena,"$35,450,113"
2460,"$20,000,000","$36,265,745",11/4/2011,A Very Harold & Kumar 3D Christmas,"$35,061,031"
2461,"$20,000,000","$72,570,762",3/19/2004,Eternal Sunshine of the Spotless Mind,"$34,366,518"
2462,"$20,000,000","$47,666,013",1/4/2013,Texas Chainsaw 3D,"$34,341,945"
2463,"$20,000,000","$132,121,212",10/27/2006,Babel,"$34,302,837"
2464,"$20,000,000","$41,296,320",9/19/2014,This is Where I Leave You,"$34,296,320"
2465,"$20,000,000","$53,191,101",12/12/2008,Doubt,"$33,446,470"
2466,"$20,000,000","$50,948,811",10/15/2004,Team America: World Police,"$32,774,834"
2467,"$20,000,000","$32,051,917",10/27/1995,Copycat,"$32,051,917"
2468,"$20,000,000","$78,613,981",4/12/2013,Scary Movie V,"$32,015,787"
2469,"$20,000,000","$48,680,977",3/12/2010,She's Out of My League,"$32,010,860"
2470,"$20,000,000","$57,293,371",11/26/2008,Milk,"$31,841,299"
2471,"$20,000,000","$31,678,778",10/15/1969,Paint Your Wagon,"$31,678,778"
2472,"$20,000,000","$46,604,054",8/31/2011,The Debt,"$31,177,548"
2473,"$20,000,000","$68,349,884",10/25/2002,Ghost Ship,"$30,113,491"
2474,"$20,000,000","$51,445,503",1/8/2010,Daybreakers,"$30,101,577"
2475,"$20,000,000","$66,143,005",3/7/2008,The Bank Job,"$30,060,660"
2476,"$20,000,000","$55,576,699",3/20/1998,Wild Things,"$29,795,299"
2477,"$20,000,000","$29,227,561",10/16/2009,The Stepfather,"$29,062,561"
2478,"$20,000,000","$47,881,663",3/31/2000,High Fidelity,"$27,277,055"
2479,"$20,000,000","$30,399,714",4/28/2006,Stick It,"$26,910,736"
2480,"$20,000,000","$44,513,466",1/4/2008,One Missed Call,"$26,890,041"
2481,"$20,000,000","$26,792,700",1/12/1996,Eye for an Eye,"$26,792,700"
2482,"$20,000,000","$65,457,811",4/11/2008,Street Kings,"$26,418,667"
2483,"$20,000,000","$47,508,505",8/23/2013,The World's End,"$26,004,851"
2484,"$20,000,000","$25,732,986",1/19/1996,From Dusk Till Dawn,"$25,728,961"
2485,"$20,000,000","$32,838,945",9/24/2010,You Again,"$25,702,053"
2486,"$20,000,000","$30,703,845",6/15/2007,Nancy Drew,"$25,584,685"
2487,"$20,000,000","$48,958,353",9/17/2010,Alpha and Omega 3D,"$25,107,267"
2488,"$20,000,000","$34,718,173",2/14/2014,Endless Love,"$23,438,250"
2489,"$20,000,000","$38,164,784",9/8/2006,The Covenant,"$23,364,784"
2490,"$20,000,000","$39,686,769",7/1/2011,Monte Carlo,"$23,186,769"
2491,"$20,000,000","$23,187,506",3/24/2006,Stay Alive,"$23,086,480"
2492,"$20,000,000","$30,491,379",10/7/2005,2 For the Money,"$22,991,379"
2493,"$20,000,000","$46,844,357",6/16/2017,Rough Night,"$22,105,643"
2494,"$20,000,000","$37,226,218",12/4/1998,Psycho,"$21,541,218"
2495,"$20,000,000","$21,413,105",10/19/1990,Quigley Down Under,"$21,413,105"
2496,"$20,000,000","$27,688,744",9/27/1995,To Die For,"$21,284,514"
2497,"$20,000,000","$29,870,801",8/21/2009,Shorts,"$20,919,166"
2498,"$20,000,000","$20,268,825",10/30/1998,Vampires,"$20,268,825"
2499,"$20,000,000","$27,911,453",9/19/2008,Appaloosa,"$20,211,394"
2500,"$20,000,000","$32,608,019",11/20/2015,Secret in Their Eyes,"$20,180,155"
2501,"$20,000,000","$28,762,690",8/13/2004,Yu-Gi-Oh,"$19,762,690"
2502,"$20,000,000","$20,081,987",3/23/2007,Reign Over Me,"$19,661,987"
2503,"$20,000,000","$34,787,111",9/19/2008,My Best Friend's Girl,"$19,219,250"
2504,"$20,000,000","$20,819,601",5/11/2007,Georgia Rule,"$18,882,880"
2505,"$20,000,000","$18,826,490",7/31/1981,Under the Rainbow,"$18,826,490"
2506,"$20,000,000","$18,400,000",4/12/1985,Ladyhawke,"$18,400,000"
2507,"$20,000,000","$56,822,960",9/21/2007,Into the Wild,"$18,354,356"
2508,"$20,000,000","$18,310,591",9/11/1998,Simon Birch,"$18,253,415"
2509,"$20,000,000","$55,686,944",2/11/2005,Pooh's Heffalump Movie,"$18,098,433"
2510,"$20,000,000","$17,807,569",9/29/2006,School for Scoundrels,"$17,807,569"
2511,"$20,000,000","$55,975,672",10/26/2012,Silent Hill: Revelation 3D,"$17,530,219"
2512,"$20,000,000","$22,119,269",11/3/1995,Home for the Holidays,"$17,468,887"
2513,"$20,000,000","$24,521,550",3/31/2017,The Zookeeperâs Wife,"$17,445,186"
2514,"$20,000,000","$18,608,570",2/20/2009,Fired Up,"$17,231,291"
2515,"$20,000,000","$102,034,104",4/8/2005,Kung Fu Hustle,"$17,104,669"
2516,"$20,000,000","$16,988,996",7/26/2002,The Country Bears,"$16,988,996"
2517,"$20,000,000","$45,079,380",9/29/2017,Flatliners,"$16,883,115"
2518,"$20,000,000","$20,614,661",3/16/2007,Dead Silence,"$16,574,590"
2519,"$20,000,000","$59,667,625",11/21/2003,21 Grams,"$16,248,701"
2520,"$20,000,000","$23,661,038",12/4/2009,Armored,"$15,988,876"
2521,"$20,000,000","$74,180,745",12/14/2007,The Kite Runner,"$15,800,078"
2522,"$20,000,000","$16,612,072",9/3/2004,Paparazzi,"$15,712,072"
2523,"$20,000,000","$17,430,594",1/17/2003,A Guy Thing,"$15,543,862"
2524,"$20,000,000","$15,473,333",2/15/1965,The Greatest Story Ever Told,"$15,473,333"
2525,"$20,000,000","$18,250,106",7/21/2000,Loser,"$15,464,026"
2526,"$20,000,000","$15,055,091",3/6/1998,Twilight,"$15,055,091"
2527,"$20,000,000","$19,121,531",9/23/2009,Capitalism: A Love Story,"$14,363,397"
2528,"$20,000,000","$33,943,049",4/13/2012,Lockout,"$14,326,865"
2529,"$20,000,000","$36,720,752",8/29/2008,Disaster Movie,"$14,190,901"
2530,"$20,000,000","$30,163,785",9/30/2011,What's Your Number?,"$14,011,084"
2531,"$20,000,000","$13,801,755",11/14/1997,The Man Who Knew Too Little,"$13,801,755"
2532,"$20,000,000","$35,472,739",4/17/2009,Crank 2: High Voltage,"$13,684,249"
2533,"$20,000,000","$36,780,895",10/30/2015,Burnt,"$13,651,946"
2534,"$20,000,000","$14,566,246",4/30/2004,Envy,"$13,548,322"
2535,"$20,000,000","$13,725,032",10/13/2006,One Night with the King,"$13,395,961"
2536,"$20,000,000","$13,383,747",10/21/1994,Bullets Over Broadway,"$13,383,747"
2537,"$20,000,000","$29,958,228",9/19/2008,Ghost Town,"$13,367,624"
2538,"$20,000,000","$26,348,203",11/22/2002,The Quiet American,"$12,987,647"
2539,"$20,000,000","$25,943,792",2/26/2016,Triple 9,"$12,639,297"
2540,"$20,000,000","$21,748,977",9/2/2016,The Light Between Oceans,"$12,545,979"
2541,"$20,000,000","$15,466,961",10/28/2005,The Weather Man,"$12,482,775"
2542,"$20,000,000","$12,398,628",8/23/2002,Undisputed,"$12,398,628"
2543,"$20,000,000","$17,306,648",3/27/2009,12 Rounds,"$12,234,694"
2544,"$20,000,000","$28,270,399",10/1/2010,Let Me In,"$12,134,935"
2545,"$20,000,000","$11,744,960",5/6/1994,3 Ninjas Kick Back,"$11,744,960"
2546,"$20,000,000","$30,894,247",2/22/2008,Be Kind Rewind,"$11,175,164"
2547,"$20,000,000","$27,836,366",12/9/2005,Mrs. Henderson Presents,"$11,036,366"
2548,"$20,000,000","$10,686,841",12/12/1997,Deconstructing Harry,"$10,686,841"
2549,"$20,000,000","$10,570,375",10/22/1999,Three to Tango,"$10,570,375"
2550,"$20,000,000","$10,555,348",12/15/1989,We're No Angels,"$10,555,348"
2551,"$20,000,000","$34,600,000",12/6/1996,Everyone Says I Love You,"$9,725,847"
2552,"$20,000,000","$16,907,831",8/31/2007,Death Sentence,"$9,534,258"
2553,"$20,000,000","$9,537,120",6/3/2016,Popstar: Never Stop Never Stopping,"$9,496,130"
2554,"$20,000,000","$9,985,316",10/27/2017,Thank You for Your Service,"$9,479,390"
2555,"$20,000,000","$9,208,876",12/4/2009,Everybody's Fine,"$9,208,876"
2556,"$20,000,000","$9,355,369",8/27/2004,Superbabies: Baby Geniuses 2,"$9,109,322"
2557,"$20,000,000","$16,723,377",9/20/2013,Battle of the Year,"$8,888,355"
2558,"$20,000,000","$12,769,469",4/29/2016,Ratchet and Clank,"$8,813,410"
2559,"$20,000,000","$46,790,428",8/17/2007,Death at a Funeral,"$8,580,428"
2560,"$20,000,000","$10,393,696",9/9/2005,The Man,"$8,330,720"
2561,"$20,000,000","$8,135,024",1/5/2007,Code Name: The Cleaner,"$8,135,024"
2562,"$20,000,000","$14,772,346",12/12/2014,Inherent Vice,"$8,110,975"
2563,"$20,000,000","$8,047,525",4/16/2004,Connie & Carla,"$8,047,525"
2564,"$20,000,000","$18,273,009",10/11/2013,Machete Kills,"$8,008,161"
2565,"$20,000,000","$8,000,000",1/1/1969,Sweet Charity,"$8,000,000"
2566,"$20,000,000","$28,058,652",2/24/2006,Doogal,"$7,578,946"
2567,"$20,000,000","$8,284,331",9/16/2005,Proof,"$7,535,331"
2568,"$20,000,000","$7,022,183",10/3/2008,An American Carol,"$7,013,191"
2569,"$20,000,000","$6,882,696",3/14/2003,Willard,"$6,882,696"
2570,"$20,000,000","$6,947,084",2/1/2008,Strange Wilderness,"$6,575,282"
2571,"$20,000,000","$17,768,390",4/24/2015,Little Boy,"$6,485,961"
2572,"$20,000,000","$6,201,757",12/17/1999,Topsy Turvy,"$6,201,757"
2573,"$20,000,000","$8,300,821",10/26/2012,Chasing Mavericks,"$6,002,756"
2574,"$20,000,000","$8,398,291",12/31/2014,A Most Violent Year,"$5,749,134"
2575,"$20,000,000","$14,807,531",11/23/2011,A Dangerous Method,"$5,702,083"
2576,"$20,000,000","$7,405,084",7/7/2006,A Scanner Darkly,"$5,501,616"
2577,"$20,000,000","$12,967,829",8/14/2009,Bandslam,"$5,210,988"
